mi_consumer_luxury-goods_united-states_usd_en_2025-4-4_15-07-32
Region,Market,Chart,Name,Unit,Source,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029
United States,Luxury Leather Goods,Revenue Comparison,Georgia,USD (US$),Statista Market Insights,"6,242,923.923","6,764,778.652","4,874,807.876","5,980,299.928","6,458,783.45","7,660,367.041","8,047,234.067","8,569,088.795","9,090,943.524","9,612,798.253","10,134,652.982","10,656,507.711"
United States,Luxury Leather Goods,Revenue Comparison,Gambia,USD (US$),Statista Market Insights,"485,947.189","580,706.921","492,139.48","662,334.504","669,378.74","832,356.882","868,908.071","903,990.575","938,722.254","973,106.615","1,007,147.134","1,040,847.247"
United States,Luxury Leather Goods,Revenue Comparison,Ghana,USD (US$),Statista Market Insights,"16,841,134.75","17,978,924.755","10,628,110.306","18,139,391.594","18,085,678.49","21,870,177.352","22,719,391.895","23,534,480.818","24,341,418.851","25,140,287.504","25,931,167.471","26,714,138.637"
United States,Luxury Leather Goods,Revenue Comparison,Guatemala,USD (US$),Statista Market Insights,"16,462,634.809","18,849,829.318","13,033,445.786","20,145,583.311","20,688,302.23","23,877,740.65","24,604,889.804","25,302,757.761","25,993,647.038","26,677,627.422","27,354,768.003","28,025,137.178"
United States,Luxury Leather Goods,Revenue Comparison,Guinea,USD (US$),Statista Market Insights,"2,148,218.569","2,532,970.945","1,463,615.74","1,617,040.703","2,491,103.47","2,899,918.809","3,006,208.3","3,108,149.6","3,209,071.486","3,308,984.153","3,407,897.694","3,505,822.099"
United States,Luxury Leather Goods,Revenue Comparison,Guyana,USD (US$),Statista Market Insights,"3,372,017.356","3,835,262.928","2,358,642.316","2,435,339.39","4,150,407.03","5,442,715.777","5,759,911.245","6,064,216.49","6,365,478.683","6,663,728.254","6,958,995.329","7,251,309.734"
United States,Luxury Leather Goods,Revenue Comparison,Haiti,USD (US$),Statista Market Insights,"3,438,806.017","3,176,298.891","1,840,602.499","3,043,451.098","2,979,065.33","3,369,917.787","3,457,105.663","3,540,792.592","3,623,642.651","3,705,664.21","3,786,865.553","3,867,254.882"
United States,Luxury Leather Goods,Revenue Comparison,Honduras,USD (US$),Statista Market Insights,"4,714,857.283","5,373,805.048","3,251,704.692","4,604,555.08","5,941,817.72","6,967,991.232","7,221,095.215","7,463,907.433","7,704,291.528","7,942,271.782","8,177,872.233","8,411,116.68"
United States,Luxury Leather Goods,Revenue Comparison,Iceland,USD (US$),Statista Market Insights,"32,639,279.591","33,985,903.106","33,681,314.608","39,500,717.396","37,820,882.29","44,470,106.302","45,925,519.888","47,322,642.391","48,705,793.67","50,075,113.436","51,430,740.005","52,772,810.308"
United States,Luxury Leather Goods,Revenue Comparison,Iran,USD (US$),Statista Market Insights,"158,334,858","143,862,023","145,123,943","172,755,436","247,207,143.97","292,730,633.64","304,190,627.835","315,183,520.481","326,066,484.201","336,840,618.284","347,507,011.026","358,066,739.84"
United States,Luxury Leather Goods,Revenue Comparison,Iraq,USD (US$),Statista Market Insights,"46,742,887.852","54,662,679.886","39,954,169.232","45,981,980.54","47,582,412.14","50,055,444.036","50,639,683.556","51,200,290.279","51,755,290.935","52,304,741.584","52,848,697.726","53,387,214.308"
United States,Luxury Leather Goods,Revenue Comparison,Ivory Coast,USD (US$),Statista Market Insights,"9,394,241.519","11,245,937.419","10,648,353.087","11,029,545.13","15,408,503.21","18,759,296.965","19,581,144.498","20,369,596.559","21,150,164.099","21,922,925.964","22,687,960.21","23,445,344.113"
United States,Luxury Leather Goods,Revenue Comparison,Jamaica,USD (US$),Statista Market Insights,"6,007,469.477","6,941,778.445","3,986,948.258","4,254,274.53","7,034,063.28","8,312,318.334","8,645,229.991","8,964,519.98","9,280,617.069","9,593,553.187","9,903,359.944","10,210,068.634"
United States,Luxury Leather Goods,Revenue Comparison,Kazakhstan,USD (US$),Statista Market Insights,"43,315,675.06","45,740,271.138","30,449,634.856","47,118,716.426","48,109,138.22","56,007,937.379","57,801,126.163","59,522,145.821","61,225,955.284","62,912,726.651","64,582,630.305","66,235,834.922"
United States,Luxury Leather Goods,Revenue Comparison,Jordan,USD (US$),Statista Market Insights,"10,105,795.494","11,728,028.493","8,629,160.217","7,910,068.582","13,732,721.03","15,299,878.262","15,749,141.578","16,179,835.101","16,606,221.69","17,028,344.412","17,446,245.907","17,859,968.387"
United States,Luxury Leather Goods,Revenue Comparison,Kenya,USD (US$),Statista Market Insights,"28,956,440.021","35,413,042.588","21,704,739.301","29,062,176.665","38,902,686.74","48,370,766.7","50,655,744.807","52,848,053.476","55,018,439.06","57,167,120.787","59,294,315.697","61,400,238.658"
United States,Luxury Leather Goods,Revenue Comparison,Kuwait,USD (US$),Statista Market Insights,"80,232,479.316","93,054,529.919","57,417,767.091","97,711,913.839","109,977,844.76","125,976,314.801","129,797,266.699","133,463,450.233","137,092,971.932","140,686,198.413","144,243,492.63","147,765,213.905"
United States,Luxury Leather Goods,Revenue Comparison,Kyrgyzstan,USD (US$),Statista Market Insights,"1,967,915.794","2,275,125.174","1,534,540.378","2,159,513.455","2,182,718.39","2,520,151.621","2,596,293.315","2,669,373.023","2,741,721.934","2,813,347.356","2,884,256.523","2,954,456.599"
United States,Luxury Leather Goods,Revenue Comparison,Laos,USD (US$),Statista Market Insights,"4,352,968.562","4,943,330.433","4,413,628.051","5,084,377.789","5,422,691.73","6,851,283.132","7,175,443.7","7,486,559.104","7,794,563.355","8,099,487.562","8,401,362.528","8,700,218.744"
United States,Luxury Leather Goods,Revenue Comparison,Lebanon,USD (US$),Statista Market Insights,"8,248,350.741","9,140,178.181","6,580,928.29","7,539,504.053","10,114,308.79","10,945,598.644","11,775,429.643","12,598,128.828","13,412,601.02","14,218,928.491","15,017,192.687","15,807,474.241"
United States,Luxury Leather Goods,Revenue Comparison,Lesotho,USD (US$),Statista Market Insights,"265,804.487","299,338.06","231,310.055","278,764.386","362,998.87","416,482.165","429,902.529","442,776.092","455,520.92","468,138.299","480,629.504","492,995.798"
United States,Luxury Leather Goods,Revenue Comparison,Luxembourg,USD (US$),Statista Market Insights,"26,374,823.043","27,855,792.25","23,208,835.354","27,825,377.422","30,426,979.42","34,316,950.133","35,232,647.393","36,111,321.139","36,981,208.147","37,842,396.284","38,694,972.541","39,539,023.035"
United States,Luxury Leather Goods,Revenue Comparison,Madagascar,USD (US$),Statista Market Insights,"9,141,988.085","10,552,984.195","7,685,519.298","10,208,088.44","12,178,140.06","14,731,874.775","15,336,963.814","15,917,568.035","16,492,366.213","17,061,416.41","17,624,776.105","18,182,502.202"
United States,Luxury Leather Goods,Revenue Comparison,Malawi,USD (US$),Statista Market Insights,"4,371,943.185","5,134,264.161","3,821,504.56","4,524,247.267","4,944,526.55","5,684,884.767","5,857,566.236","6,023,273.929","6,187,324.545","6,349,734.655","6,510,520.664","6,669,698.813"
United States,Luxury Leather Goods,Revenue Comparison,Malta,USD (US$),Statista Market Insights,"7,182,103.958","7,862,399.926","6,475,353.275","9,625,425.569","9,200,075.93","10,692,276.603","11,020,424.366","11,335,420.918","11,647,267.505","11,955,995.626","12,261,636.466","12,564,220.898"
United States,Luxury Leather Goods,Revenue Comparison,Mauritius,USD (US$),Statista Market Insights,"3,202,603.974","3,744,109.912","2,906,885.743","3,505,305.142","3,752,727.99","4,883,802.984","5,140,143.101","5,386,168.972","5,629,734.584","5,870,864.54","6,109,583.196","6,345,914.666"
United States,Luxury Leather Goods,Revenue Comparison,Mongolia,USD (US$),Statista Market Insights,"3,585,156.728","3,913,229.33","3,351,590.329","3,639,508.312","4,204,312.24","4,961,331.158","5,139,766.318","5,310,985.87","5,480,493.226","5,648,305.509","5,814,439.668","5,978,912.487"
United States,Luxury Leather Goods,Revenue Comparison,Moldova,USD (US$),Statista Market Insights,"2,288,917.596","2,570,307.689","2,381,223.879","2,761,260.089","2,658,743.26","3,024,622.176","3,104,595.127","3,181,365.67","3,257,368.506","3,332,611.315","3,407,101.695","3,480,847.171"
United States,Luxury Leather Goods,Revenue Comparison,Montenegro,USD (US$),Statista Market Insights,"1,966,940.351","2,134,423.126","1,747,752.108","2,506,666.252","2,445,689.05","2,871,514.33","2,966,029.387","3,056,751.86","3,146,567.108","3,235,484.203","3,323,512.128","3,410,659.773"
United States,Luxury Leather Goods,Revenue Comparison,Mozambique,USD (US$),Statista Market Insights,"7,230,085.212","8,610,361.001","7,523,673.787","7,535,790.591","9,477,775.99","11,145,007.265","11,549,440.042","11,937,460.608","12,321,600.968","12,701,899.924","13,078,395.891","13,451,126.898"
United States,Luxury Leather Goods,Revenue Comparison,Oman,USD (US$),Statista Market Insights,"30,157,216.007","36,064,472.82","26,442,499.005","37,891,850.609","44,335,962.24","48,218,523.98","49,209,001.783","50,159,045.646","51,099,589.071","52,030,727.062","52,952,553.673","53,865,162.018"
United States,Luxury Leather Goods,Revenue Comparison,Namibia,USD (US$),Statista Market Insights,"2,672,589.687","2,886,541.932","2,015,637.18","2,618,307.474","3,119,584.65","3,912,028.77","4,097,611.315","4,275,695.253","4,451,998.351","4,626,538.418","4,799,333.085","4,970,399.805"
United States,Luxury Leather Goods,Revenue Comparison,Nepal,USD (US$),Statista Market Insights,"11,455,666.699","12,452,936.219","9,013,915.566","13,139,613.19","13,665,552.2","15,415,789.185","15,819,108.035","16,206,163.482","16,589,348.374","16,968,701.417","17,344,260.93","17,716,064.847"
United States,Luxury Leather Goods,Revenue Comparison,Nicaragua,USD (US$),Statista Market Insights,"2,750,547.921","3,172,451.722","2,296,308.349","2,816,259.22","3,452,483.29","4,128,683.25","4,290,705.771","4,446,163.066","4,600,065.788","4,752,429.483","4,903,269.54","5,052,601.198"
United States,Luxury Leather Goods,Revenue Comparison,Niger,USD (US$),Statista Market Insights,"2,391,401.871","2,738,516.791","2,455,195.611","2,114,564.173","3,552,427.03","4,104,920.369","4,252,453.767","4,393,934.013","4,533,999.457","4,672,664.246","4,809,942.387","4,945,847.747"
United States,Luxury Leather Goods,Revenue Comparison,Pakistan,USD (US$),Statista Market Insights,"254,632,606.099","227,104,400.42","119,275,915.151","167,784,296.973","192,694,754.4","215,714,990.984","221,321,431.864","226,700,245.102","232,025,270.207","237,297,045.061","242,516,102.167","247,682,968.702"
United States,Luxury Leather Goods,Revenue Comparison,Panama,USD (US$),Statista Market Insights,"14,551,401.234","17,150,887.571","10,462,260.458","16,735,407.8","20,388,634.98","24,278,357.815","25,214,552.727","26,112,791.463","27,002,047.811","27,882,411.596","28,753,971.743","29,616,816.289"
United States,Luxury Leather Goods,Revenue Comparison,Papua New Guinea,USD (US$),Statista Market Insights,"3,247,272.986","3,543,406.51","3,093,299.176","3,336,990.366","3,815,554.02","4,528,237.761","4,695,258.439","4,855,529.954","5,014,198.753","5,171,280.865","5,326,792.155","5,480,748.333"
United States,Luxury Leather Goods,Revenue Comparison,Paraguay,USD (US$),Statista Market Insights,"11,046,639.371","12,101,365.458","6,884,096.049","7,367,446.011","12,800,039.35","14,858,763.521","15,411,772.171","15,942,076.73","16,467,078.243","16,986,829.741","17,501,383.725","18,010,792.168"
United States,Luxury Leather Goods,Revenue Comparison,Peru,USD (US$),Statista Market Insights,"117,359,253.699","139,409,339.626","81,943,296.097","93,656,584.128","140,499,507.95","162,845,698.372","168,643,789.147","174,204,739.487","179,710,080.325","185,160,367.754","190,556,152.308","195,897,979.017"
United States,Luxury Leather Goods,Revenue Comparison,Timor-Leste,USD (US$),Statista Market Insights,"1,440,728.253","2,078,406.474","1,780,868.787","1,768,101.722","2,197,399.24","2,795,888.452","2,936,344.522","3,071,123.905","3,204,555.493","3,336,652.766","3,467,429.067","3,596,897.604"
United States,Luxury Leather Goods,Revenue Comparison,Qatar,USD (US$),Statista Market Insights,"224,116,361.551","276,177,787.907","216,464,046.35","289,489,159.34","354,713,352.23","391,402,660.204","400,793,904.867","409,801,631.301","418,719,280.47","427,547,753.148","436,287,941.1","444,940,727.171"
United States,Luxury Leather Goods,Revenue Comparison,Rwanda,USD (US$),Statista Market Insights,"5,438,346.694","6,557,932.185","4,172,271.332","4,482,842.213","7,001,819.19","8,606,702.783","9,007,703.738","9,392,374.465","9,773,198.485","10,150,214.265","10,523,459.887","10,892,973.053"
United States,Luxury Leather Goods,Revenue Comparison,Senegal,USD (US$),Statista Market Insights,"3,978,502.237","4,547,720.665","3,909,161.005","5,513,987.498","5,835,143.42","7,012,595.668","7,281,928.987","7,540,412.129","7,796,310.44","8,049,649.768","8,300,455.703","8,548,753.578"
United States,Luxury Leather Goods,Revenue Comparison,Seychelles,USD (US$),Statista Market Insights,"356,992.208","438,826.137","316,392.697","341,477.591","508,024.1","642,698.195","675,566.339","707,099.688","738,317.704","769,223.539","799,820.316","830,111.126"
United States,Luxury Leather Goods,Revenue Comparison,Sierra Leone,USD (US$),Statista Market Insights,"1,184,529.869","1,262,275.605","1,030,888.624","1,124,284.493","1,096,503.24","1,269,617.857","1,307,688.096","1,344,232.619","1,380,411.696","1,416,228.982","1,451,688.096","1,486,792.618"
United States,Luxury Leather Goods,Revenue Comparison,Zimbabwe,USD (US$),Statista Market Insights,"6,439,937.867","6,996,737.963","4,016,962.026","5,560,195.185","7,440,195.71","8,851,172.824","9,199,472.551","9,533,608.31","9,864,402.711","10,191,889.169","10,516,100.761","10,837,070.238"
United States,Luxury Leather Goods,Revenue Comparison,Sudan,USD (US$),Statista Market Insights,"13,774,045.288","15,840,152.081","9,820,894.29","14,534,923.549","20,639,591.44","23,518,256.806","22,770,827.548","23,668,080.727","24,385,883.27","24,960,125.305","25,419,518.932","25,787,033.835"
United States,Luxury Leather Goods,Revenue Comparison,Suriname,USD (US$),Statista Market Insights,"580,689","525,341","449,382","535,856","721,871.89","856,949.996","890,337.938","922,367.919","954,077.6","985,470.184","1,016,548.842","1,047,316.714"
United States,Luxury Leather Goods,Revenue Comparison,Tajikistan,USD (US$),Statista Market Insights,"2,370,879.873","2,582,316.135","2,110,862.988","2,389,870.959","2,414,985.33","2,859,065.452","2,958,486.98","3,053,914.528","3,148,387.801","3,241,916.341","3,334,509.595","3,426,176.917"
United States,Luxury Leather Goods,Revenue Comparison,Togo,USD (US$),Statista Market Insights,"1,644,754.444","1,982,617.146","1,781,881.61","2,542,864.359","2,763,713.79","3,405,982.345","3,553,559.616","3,695,188.26","3,835,400.617","3,974,210.85","4,111,632.982","4,247,680.891"
United States,Luxury Leather Goods,Revenue Comparison,United Arab Emirates,USD (US$),Statista Market Insights,"589,037,325.208","702,965,430.735","600,156,036.752","817,198,458.805","861,041,884.84","919,757,484.212","933,857,850.806","947,386,687.266","960,780,235.361","974,039,847.975","987,166,864.463","1,000,162,610.786"
United States,Luxury Leather Goods,Revenue Comparison,Tunisia,USD (US$),Statista Market Insights,"13,699,603.842","14,478,298.156","11,029,880.426","12,150,101.942","15,887,279.13","19,583,950.398","20,472,038.06","21,324,128.605","22,167,698.244","23,002,832.187","23,829,614.791","24,648,129.568"
United States,Luxury Leather Goods,Revenue Comparison,Turkmenistan,USD (US$),Statista Market Insights,"7,230,878.838","8,694,390.331","6,984,048.523","10,017,083.78","10,964,529.65","12,421,336.682","12,765,584.988","13,095,907.833","13,422,927.45","13,746,676.871","14,067,188.798","14,384,495.605"
United States,Luxury Leather Goods,Revenue Comparison,Uganda,USD (US$),Statista Market Insights,"13,473,013.947","16,498,927.741","10,193,688.377","16,526,647.539","19,782,279.49","23,791,425.629","24,747,280.111","25,664,426.196","26,572,400.82","27,471,295.698","28,361,201.627","29,242,208.496"
